412.04938,57.00000,
412.10138,56.00000,
412.15338,57.00000,
412.20538,57.00000,
412.25538,57.00000,
412.30738,57.00000,
412.35838,57.00000,
412.40938,56.00000,
412.46038,55.00000,
412.51338,54.00000,
412.56338,53.00000,
412.61338,52.00000,
412.66738,51.00000,
412.71738,50.00000,
412.76838,48.00000,
412.82038,47.00000,
412.87138,47.00000,
412.92238,46.00000,
412.97438,45.00000,
413.02538,44.00000,
413.07638,43.00000,
413.12838,43.00000,
413.17938,43.00000,
413.23038,41.00000,
413.28238,40.00000,
413.33338,40.00000,
413.38438,40.00000,
413.43638,40.00000,
413.48738,41.00000,
413.53938,42.00000,
413.58938,42.00000,
413.64038,42.00000,
413.69438,43.00000,
413.74338,43.00000,
413.79538,43.00000,
413.84738,43.00000,
413.89738,44.00000,
413.94838,44.00000,
414.00138,44.00000,
414.05138,45.00000,
414.10238,46.00000,
414.15538,46.00000,
414.20438,44.00000,
414.25638,46.00000,
414.30838,47.00000,
414.35938,48.00000,
414.41238,46.00000,
414.46238,45.00000,
414.51338,47.00000,
414.56538,49.00000,
414.61638,50.00000,
414.66738,51.00000,
414.72038,52.00000,
414.76938,53.00000,
414.82138,54.00000,
414.87338,54.00000,
414.92338,55.00000,
414.97538,55.00000,
415.02838,55.00000,
415.07838,55.00000,
415.12938,54.00000,
415.18238,51.00000,
415.23138,51.00000,
415.28338,53.00000,
415.33538,54.00000,
415.38638,54.00000,
415.43638,54.00000,
415.48938,55.00000,
415.53938,56.00000,
415.59038,57.00000,
415.64338,57.00000,
415.69338,57.00000,
415.74538,57.00000,
415.79638,57.00000,
415.84738,56.00000,
415.89938,56.00000,
415.95038,55.00000,
416.00138,54.00000,
416.05338,54.00000,
416.10438,56.00000,
416.15538,56.00000,
416.20738,57.00000,
416.25738,56.00000,
416.30938,55.00000,
416.36138,55.00000,
416.41238,55.00000,
416.46338,55.00000,
416.51438,56.00000,
416.56638,56.00000,
416.61738,56.00000,
416.66838,56.00000,
416.72038,54.00000,
416.77138,54.00000,
416.82338,54.00000,
416.87438,55.00000,
416.92538,56.00000,
416.97638,57.00000,
417.02838,57.00000,
417.07938,58.00000,
417.13038,57.00000,
417.18238,55.00000,
417.23338,54.00000,
417.28438,52.00000,
417.33638,54.00000,
417.38838,56.00000,
417.43838,58.00000,
417.49038,59.00000,
417.54138,59.00000,
417.59238,59.00000,
417.64438,59.00000,
417.69538,59.00000,
417.74638,60.00000,
417.79638,59.00000,
417.84938,60.00000,
417.90038,60.00000,
417.95238,61.00000,
418.00238,61.00000,
418.05438,62.00000,
418.10638,62.00000,
418.15738,62.00000,
418.20838,62.00000,
418.26038,62.00000,
418.31038,63.00000,
418.36238,63.00000,
418.41338,63.00000,
418.46538,63.00000,
418.51738,64.00000,
418.56838,64.00000,
418.61838,64.00000,
418.67138,64.00000,
418.72138,64.00000,
418.77238,63.00000,
418.82538,62.00000,
418.87538,60.00000,
418.92638,59.00000,
418.97838,58.00000,
419.02938,57.00000,
419.08038,55.00000,
419.13338,52.00000,
419.18438,50.00000,
419.23538,49.00000,
419.28538,47.00000,
419.33738,45.00000,
419.38838,43.00000,
419.43938,41.00000,
419.49138,40.00000,
419.54238,38.00000,
419.59238,36.00000,
419.64639,35.00000,
419.69738,34.00000,
419.74838,33.00000,
419.79938,32.00000,
419.85038,31.00000,
419.90138,30.00000,
419.95238,31.00000,
420.00538,30.00000,
420.05438,31.00000,
420.10638,31.00000,
420.15838,31.00000,
420.20938,31.00000,
420.26038,31.00000,
420.31238,32.00000,
420.36238,33.00000,
420.41438,33.00000,
420.46638,34.00000,
420.51738,34.00000,
420.56838,35.00000,
420.62138,36.00000,
420.67138,37.00000,
420.72238,38.00000,
420.77438,38.00000,
420.82538,39.00000,
420.87638,40.00000,
420.92938,40.00000,
420.97838,41.00000,
421.03038,41.00000,
421.08238,42.00000,
421.13238,43.00000,
421.18538,44.00000,
421.23638,45.00000,
421.28738,46.00000,
421.33838,47.00000,
421.39038,48.00000,
421.44138,48.00000,
421.49238,49.00000,
421.54438,49.00000,
421.59538,50.00000,
421.64638,51.00000,
421.69838,52.00000,
421.74938,52.00000,
421.80138,53.00000,
421.85138,53.00000,
421.90338,54.00000,
421.95438,54.00000,
422.00538,55.00000,
422.05738,55.00000,
422.10938,56.00000,
422.15938,56.00000,
422.21138,57.00000,
422.26238,57.00000,
422.31338,57.00000,
422.36438,58.00000,
422.41638,58.00000,
422.46738,59.00000,
422.51938,59.00000,
422.57038,60.00000,
422.62138,59.00000,
422.67338,60.00000,
422.72438,60.00000,
422.77538,61.00000,
422.82738,61.00000,
422.87838,61.00000,
422.92938,61.00000,
422.98138,61.00000,
423.03138,60.00000,
423.08338,60.00000,
423.13538,60.00000,
423.18538,60.00000,
423.23738,60.00000,
423.28938,59.00000,
