1.539,186,4.282208589
1.591,187,4.301538462
1.641,187,4.301538462
1.694,187,4.301538462
1.747,187,4.301538462
1.798,187,4.301538462
1.848,187,4.301538462
1.901,187,4.301538462
1.952,187,4.301538462
2.004,186,4.282208589
2.055,187,4.301538462
2.106,187,4.301538462
2.158,187,4.301538462
2.209,188,4.320987654
2.26,188,4.320987654
2.311,188,4.320987654
2.363,188,4.320987654
2.414,188,4.320987654
2.466,188,4.320987654
2.517,188,4.320987654
2.567,188,4.320987654
2.619,187,4.301538462
2.669,187,4.301538462
2.722,186,4.282208589
2.773,186,4.282208589
2.825,185,4.262996942
2.875,184,4.243902439
2.927,184,4.243902439
2.979,183,4.224924012
3.03,183,4.224924012
3.081,183,4.224924012
3.133,182,4.206060606
3.184,181,4.187311178
3.236,181,4.187311178
3.287,179,4.15015015
3.337,177,4.113432836
3.39,175,4.077151335
3.441,174,4.059171598
3.491,175,4.077151335
3.545,176,4.095238095
3.594,176,4.095238095
3.646,175,4.077151335
3.699,175,4.077151335
3.75,175,4.077151335
3.8,174,4.059171598
3.852,173,4.041297935
3.904,172,4.023529412
3.954,171,4.005865103
4.007,169,3.970845481
4.057,168,3.953488372
4.108,167,3.936231884
4.16,166,3.919075145
4.211,165,3.902017291
4.261,164,3.885057471
4.314,163,3.868194842
4.366,162,3.851428571
4.415,161,3.834757835
4.468,160,3.818181818
4.52,159,3.801699717
4.569,158,3.785310734
4.622,153,3.704735376
4.672,154,3.720670391
4.723,157,3.769014085
4.776,159,3.801699717
4.827,160,3.818181818
4.877,161,3.834757835
4.929,161,3.834757835
4.982,162,3.851428571
5.032,162,3.851428571
5.083,162,3.851428571
5.136,162,3.851428571
5.186,162,3.851428571
5.237,162,3.851428571
5.29,162,3.851428571
5.34,162,3.851428571
5.391,162,3.851428571
5.445,163,3.868194842
5.493,163,3.868194842
5.545,162,3.851428571
5.599,162,3.851428571
5.647,163,3.868194842
5.699,164,3.885057471
5.752,165,3.902017291
5.802,166,3.919075145
5.854,166,3.919075145
5.905,167,3.936231884
5.956,168,3.953488372
6.007,169,3.970845481
6.06,169,3.970845481
6.109,169,3.970845481
